rpm,torque_nm,pulse_window_deg,pulse_window_rad,pulse_events_per_second,work_per_pulse_j,electrical_input_power_w,mechanical_pulse_power_w,load_power_w,net_electrical_energy_per_revolution_j,mechanical_pulse_energy_per_revolution_j,load_energy_per_revolution_j,balance_ratio,balance_flag
100,2.0,1,0.017453292519943295,20.0,0.03490658503988659,0.35000000000000003,0.6981317007977318,8.377580409572783,0.21000000000000002,0.4188790204786391,5.026548245743669,1.9946620022792336,UNBALANCED
100,0.1,2,0.03490658503988659,20.0,0.003490658503988659,0.35000000000000003,0.06981317007977318,8.377580409572783,0.21000000000000002,0.04188790204786391,5.026548245743669,0.19946620022792336,BALANCED
100,0.2,2,0.03490658503988659,20.0,0.006981317007977318,0.35000000000000003,0.13962634015954636,8.377580409572783,0.21000000000000002,0.08377580409572782,5.026548245743669,0.3989324004558467,BALANCED
100,0.3,2,0.03490658503988659,20.0,0.010471975511965976,0.35000000000000003,0.20943951023931953,8.377580409572783,0.21000000000000002,0.1256637061435917,5.026548245743669,0.59839860068377,BALANCED
100,0.4,2,0.03490658503988659,20.0,0.013962634015954637,0.35000000000000003,0.2792526803190927,8.377580409572783,0.21000000000000002,0.16755160819145565,5.026548245743669,0.7978648009116934,BALANCED
100,0.5,2,0.03490658503988659,20.0,0.017453292519943295,0.35000000000000003,0.3490658503988659,8.377580409572783,0.21000000000000002,0.20943951023931956,5.026548245743669,0.9973310011396168,BALANCED
100,0.6,2,0.03490658503988659,20.0,0.020943951023931952,0.35000000000000003,0.41887902047863906,8.377580409572783,0.21000000000000002,0.2513274122871834,5.026548245743669,1.19679720136754,UNBALANCED
100,0.7,2,0.03490658503988659,20.0,0.024434609527920613,0.35000000000000003,0.4886921905584123,8.377580409572783,0.21000000000000002,0.29321531433504733,5.026548245743669,1.3962634015954634,UNBALANCED
100,0.8,2,0.03490658503988659,20.0,0.027925268031909273,0.35000000000000003,0.5585053606381855,8.377580409572783,0.21000000000000002,0.3351032163829113,5.026548245743669,1.5957296018233869,UNBALANCED
100,0.9,2,0.03490658503988659,20.0,0.031415926535897934,0.35000000000000003,0.6283185307179586,8.377580409572783,0.21000000000000002,0.3769911184307752,5.026548245743669,1.7951958020513104,UNBALANCED
100,1.0,2,0.03490658503988659,20.0,0.03490658503988659,0.35000000000000003,0.6981317007977318,8.377580409572783,0.21000000000000002,0.4188790204786391,5.026548245743669,1.9946620022792336,UNBALANCED
100,1.1,2,0.03490658503988659,20.0,0.038397243543875255,0.35000000000000003,0.7679448708775051,8.377580409572783,0.21000000000000002,0.4607669225265031,5.026548245743669,2.1941282025071573,UNBALANCED
100,1.2,2,0.03490658503988659,20.0,0.041887902047863905,0.35000000000000003,0.8377580409572781,8.377580409572783,0.21000000000000002,0.5026548245743668,5.026548245743669,2.39359440273508,UNBALANCED
100,1.3,2,0.03490658503988659,20.0,0.04537856055185257,0.35000000000000003,0.9075712110370514,8.377580409572783,0.21000000000000002,0.5445427266222308,5.026548245743669,2.593060602963004,UNBALANCED
100,1.4,2,0.03490658503988659,20.0,0.048869219055841226,0.35000000000000003,0.9773843811168246,8.377580409572783,0.21000000000000002,0.5864306286700947,5.026548245743669,2.7925268031909267,UNBALANCED
100,1.5,2,0.03490658503988659,20.0,0.05235987755982989,0.35000000000000003,1.0471975511965979,8.377580409572783,0.21000000000000002,0.6283185307179586,5.026548245743669,2.9919930034188504,UNBALANCED
100,1.6,2,0.03490658503988659,20.0,0.05585053606381855,0.35000000000000003,1.117010721276371,8.377580409572783,0.21000000000000002,0.6702064327658226,5.026548245743669,3.1914592036467737,UNBALANCED
100,1.7,2,0.03490658503988659,20.0,0.059341194567807204,0.35000000000000003,1.186823891356144,8.377580409572783,0.21000000000000002,0.7120943348136864,5.026548245743669,3.390925403874697,UNBALANCED
100,1.8,2,0.03490658503988659,20.0,0.06283185307179587,0.35000000000000003,1.2566370614359172,8.377580409572783,0.21000000000000002,0.7539822368615504,5.026548245743669,3.5903916041026207,UNBALANCED
100,1.9,2,0.03490658503988659,20.0,0.06632251157578452,0.35000000000000003,1.3264502315156903,8.377580409572783,0.21000000000000002,0.7958701389094143,5.026548245743669,3.7898578043305435,UNBALANCED
100,2.0,2,0.03490658503988659,20.0,0.06981317007977318,0.35000000000000003,1.3962634015954636,8.377580409572783,0.21000000000000002,0.8377580409572782,5.026548245743669,3.9893240045584673,UNBALANCED
100,0.1,3,0.05235987755982989,20.0,0.005235987755982989,0.35000000000000003,0.10471975511965978,8.377580409572783,0.21000000000000002,0.06283185307179587,5.026548245743669,0.2991993003418851,BALANCED
100,0.2,3,0.05235987755982989,20.0,0.010471975511965978,0.35000000000000003,0.20943951023931956,8.377580409572783,0.21000000000000002,0.12566370614359174,5.026548245743669,0.5983986006837702,BALANCED
100,0.3,3,0.05235987755982989,20.0,0.015707963267948967,0.35000000000000003,0.3141592653589793,8.377580409572783,0.21000000000000002,0.1884955592153876,5.026548245743669,0.8975979010256552,BALANCED
100,0.4,3,0.05235987755982989,20.0,0.020943951023931956,0.35000000000000003,0.4188790204786391,8.377580409572783,0.21000000000000002,0.25132741228718347,5.026548245743669,1.1967972013675403,UNBALANCED
